language,source_file,deduped_identifier,row_type,topic_key,hash,source_identifiers,original_text,translated_text
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SQ60,question,llm-fls-initial@1.0.0,ea4de9331c18,SQ60,"Do you usually drink beer, wine, spirits, or something else?","Você costuma beber cerveja, vinho, bebidas alcoólicas ou algo mais?"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA60.1,answer,llm-fls-initial@1.0.0,b42943f71b83,SA60.1,I drink beer mostly lager,Eu bebo cerveja principalmente lager
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA60.2,answer,llm-fls-initial@1.0.0,1ada78ef4d5c,SA60.2,beer,cerveja
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA60.3,answer,llm-fls-initial@1.0.0,4dd53e16b28d,SA60.3,wine,vinho
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA60.4,answer,llm-fls-initial@1.0.0,46281d7c90fa,SA60.4,whiskey,uísque
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA60.5,answer,llm-fls-initial@1.0.0,67d7181b43e7,SA60.5,spirits,espíritos
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA60.6,answer,llm-fls-initial@1.0.0,b7edd4732db2,SA60.6,mostly beer,maiormente cerveja
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA60.7,answer,llm-fls-initial@1.0.0,ebc35d25213e,SA60.7,mostly wine,principalmente vinho
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA60.8,answer,llm-fls-initial@1.0.0,72f41dc01a55,SA60.8,mainly wine,principalmente vinho
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA60.9,answer,llm-fls-initial@1.0.0,bb2b5fbafbf3,SA60.9,wine usually red wine,vinho geralmente vinho tinto
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA60.10,answer,llm-fls-initial@1.0.0,68a0d34eae42,SA60.10,I drink spirits like whisky,Eu bebo bebidas alcoólicas como uísque
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA60.11,answer,llm-fls-initial@1.0.0,9e8848d58bf4,SA60.11,I'm a whiskey drinker,Sou um bebedor de uísque
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA60.12,answer,llm-fls-initial@1.0.0,2f45c2624413,SA60.12,a bit of everything really,"um pouco de tudo, realmente"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA60.13,answer,llm-fls-initial@1.0.0,f33d1fe3932a,SA60.13,all of them yeah,"todos eles, sim"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA60.14,answer,llm-fls-initial@1.0.0,0fd282b878bf,SA60.14,day to day type thing probably a bit beer bit of wine,"coisa do dia a dia, provavelmente um pouco de cerveja, um pouco de vinho"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA60.15,answer,llm-fls-initial@1.0.0,f05e777c7112,SA60.15,I don't drink alcohol anymore,Eu não bebo álcool mais.
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA60.16,answer,llm-fls-initial@1.0.0,77a26f9375cc,SA60.16,I stopped drinking,Eu parei de beber
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA60.17,answer,llm-fls-initial@1.0.0,ff4de4cc8a53,SA60.17,I dont drink at all,Eu não bebo nada
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA60.18,answer,llm-fls-initial@1.0.0,23861e3a18f9,SA60.18,I can't really say it depends,Não posso realmente dizer que depende
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SQ61,question,llm-fls-initial@1.0.0,fe97c31f8828,SQ61,Do you usually dr,Você costuma dr
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA61.1,answer,llm-fls-initial@1.0.0,c083278c798d,SA61.1,yes mostly beer,"sim, na maioria cerveja"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SQ62,question,llm-fls-initial@1.0.0,9a3944e3a12d,SQ62,"So I just want to ask, sometimes where you're born and have grown up can affect your future risk of having a fracture. Were you born in the UK?","Então, só quero perguntar, às vezes onde você nasceu e cresceu pode afetar o risco futuro de ter uma fratura. Você nasceu no Reino Unido?"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA62.1,answer,llm-fls-initial@1.0.0,be7150ef0c32,SA62.1,yes,sim
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA62.2,answer,llm-fls-initial@1.0.0,42f7eda3e177,SA62.2,yes I was born in the UK,sim eu nasci no Reino Unido
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA62.3,answer,llm-fls-initial@1.0.0,1639970f86b4,SA62.3,i was yeah,eu estava sim
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA62.4,answer,llm-fls-initial@1.0.0,e5e0ce440ab3,SA62.4,ive always lived in the uk,sempre morei no reino unido
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA62.5,answer,llm-fls-initial@1.0.0,1f43012c4c18,SA62.5,england yeah,inglaterra sim
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA62.6,answer,llm-fls-initial@1.0.0,6f3351c8795a,SA62.6,yeah scotland,sim escócia
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA62.7,answer,llm-fls-initial@1.0.0,647ed41b6823,SA62.7,i was born in wales,Eu nasci no País de Gales
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA62.8,answer,llm-fls-initial@1.0.0,bb226d7072cd,SA62.8,i was born in england,Eu nasci na Inglaterra
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA62.9,answer,llm-fls-initial@1.0.0,3014e302abf6,SA62.9,i was born in scotland,Eu nasci na Escócia
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA62.10,answer,llm-fls-initial@1.0.0,5c1c49b77082,SA62.10,i was born in northern ireland,Eu nasci na Irlanda do Norte
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA62.11,answer,llm-fls-initial@1.0.0,453e9dc56904,SA62.11,no,não
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA62.12,answer,llm-fls-initial@1.0.0,7a23822fd869,SA62.12,I have been here most of my life but was actually born in south africa,"Eu estive aqui por maior parte da minha vida, mas na verdade nasci na África do Sul."
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA62.13,answer,llm-fls-initial@1.0.0,43a361d12021,SA62.13,I was born in australia but I've lived in england for most of my life,"Eu nasci na Austrália, mas moro na Inglaterra por maior parte da minha vida."
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA62.14,answer,llm-fls-initial@1.0.0,c17e18a5d71f,SA62.14,i was born in spain but moved when i was very young,"Eu nasci na Espanha, mas me mudei quando era muito jovem"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA62.15,answer,llm-fls-initial@1.0.0,15ba67d4280a,SA62.15,i was born here,Eu nasci aqui
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA62.16,answer,llm-fls-initial@1.0.0,e9e05a0f34f3,SA62.16,sorry why do you need to know that,"Desculpe, por que você precisa saber isso?"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SQ63,question,llm-fls-initial@1.0.0,51c7d517dc76,SQ63,were you bo,você fo
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA63.1,answer,llm-fls-initial@1.0.0,08ef4aaed63b,SA63.1,yes i was,sim eu era
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SQ64,question,llm-fls-initial@1.0.0,f477b48ed96d,SQ64,Would you mind sharing which country you were born in?,Você se importaria em compartilhar em qual país você nasceu?
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA64.1,answer,llm-fls-initial@1.0.0,217aa18ed12f,SA64.1,south africa,África do Sul
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA64.2,answer,llm-fls-initial@1.0.0,8f2828b4fa06,SA64.2,pakistan,Paquistão
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA64.3,answer,llm-fls-initial@1.0.0,79c842d00069,SA64.3,australia,Austrália
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA64.4,answer,llm-fls-initial@1.0.0,49b73c9924f8,SA64.4,spain,Espanha
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA64.5,answer,llm-fls-initial@1.0.0,166ca795a2c9,SA64.5,i was born in india,Eu nasci na Índia
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA64.6,answer,llm-fls-initial@1.0.0,83952cb6319f,SA64.6,it was a very sunny place,era um lugar muito ensolarado
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA64.7,answer,llm-fls-initial@1.0.0,f053e4d3a84d,SA64.7,somehwere in the country side,em algum lugar no interior do país
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA64.8,answer,llm-fls-initial@1.0.0,ce99de2c03f5,SA64.8,i don't know really,não sei mesmo
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA64.9,answer,llm-fls-initial@1.0.0,85c4afe2adb4,SA64.9,sorry why do you need to know that,"Desculpe, por que você precisa saber isso?"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SQ65,question,llm-cataract-pre-assessment@1.0.0,56efab017c2c,SQ65,Do you normally drive?,Você normalmente dirige?
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA65.1,answer,llm-cataract-pre-assessment@1.0.0,37b6c98527c8,SA65.1,yes I drive to work every day,"sim, eu dirijo até o trabalho todos os dias"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA65.2,answer,llm-cataract-pre-assessment@1.0.0,f2e6bbe2ae41,SA65.2,yes I do,sim eu faço
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA65.3,answer,llm-cataract-pre-assessment@1.0.0,d4647ab889c5,SA65.3,no I stopped driving,"não, eu parei de dirigir"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA65.4,answer,llm-cataract-pre-assessment@1.0.0,ab1b4d6aa318,SA65.4,no I don't drive,"não, eu não dirijo"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA65.5,answer,llm-cataract-pre-assessment@1.0.0,613e585ecf6e,SA65.5,I used to but not anymore,"Eu costumava, mas não mais"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA65.6,answer,llm-cataract-pre-assessment@1.0.0,a888d2afd577,SA65.6,my son drives me everywhere,Meu filho me leva a todos os lugares
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA65.7,answer,llm-cataract-pre-assessment@1.0.0,df2cec89d115,SA65.7,I take the bus,Pego o ônibus
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SQ66,question,llm-cataract-pre-assessment@1.0.0,107e1c2acce2,SQ66,"Is your eyesight affecting your ability to work, drive, read, watch TV, or recognise faces?","Sua visão está afetando sua capacidade de trabalhar, dirigir, ler, assistir TV ou reconhecer rostos?"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA66.1,answer,llm-cataract-pre-assessment@1.0.0,32fd5ed1c397,SA66.1,yes it's hard to read now,"sim, é difícil de ler agora"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA66.2,answer,llm-cataract-pre-assessment@1.0.0,b25a5712db8a,SA66.2,I can't recognize people's faces anymore,Não consigo mais reconhecer os rostos das pessoas
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA66.3,answer,llm-cataract-pre-assessment@1.0.0,395390e28656,SA66.3,no not really,não não mesmo
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA66.4,answer,llm-cataract-pre-assessment@1.0.0,389689e8bc48,SA66.4,it's getting harder to drive at night,está ficando mais difícil dirigir à noite
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SQ67,question,llm-cataract-pre-assessment@1.0.0,db7579117585,SQ67,Is your eyesight causing falls or mobility problems?,A sua visão está causando quedas ou problemas de mobilidade?
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA67.1,answer,llm-cataract-pre-assessment@1.0.0,b9f0a3b45d5f,SA67.1,yes I've fallen twice,"sim, eu caí duas vezes"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA67.2,answer,llm-cataract-pre-assessment@1.0.0,ade02ef69cea,SA67.2,I go more slowly now,Eu vou mais devagar agora
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA67.3,answer,llm-cataract-pre-assessment@1.0.0,9194fbf39c1e,SA67.3,no no falls,não não cai
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SQ68,question,llm-cataract-pre-assessment@1.0.0,c8b42240f49f,SQ68,Have you ever had laser eye surgeries to improve your vision?,Você já fez alguma cirurgia a laser nos olhos para melhorar a sua visão?
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA68.1,answer,llm-cataract-pre-assessment@1.0.0,62f88a8b6ba2,SA68.1,yes LASIK about 10 years ago,sim LASIK há cerca de 10 anos
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA68.2,answer,llm-cataract-pre-assessment@1.0.0,e67ba4b5f5ff,SA68.2,I had laser surgery in 2015,Eu fiz cirurgia a laser em 2015
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA68.3,answer,llm-cataract-pre-assessment@1.0.0,8c6bd0b2a9eb,SA68.3,no never,não nunca
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA68.4,answer,llm-cataract-pre-assessment@1.0.0,06fe5165a706,SA68.4,I've had eye surgery but not laser,"Eu fiz cirurgia nos olhos, mas não a laser"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA68.5,answer,llm-cataract-pre-assessment@1.0.0,a198e6de3b6a,SA68.5,what kind of laser surgery?,Que tipo de cirurgia a laser?
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SQ69,question,llm-cataract-pre-assessment@1.0.0,bd4ea1291c1b,SQ69,"So apart from cataract surgery, have you ever had any other eye operations, on either of your eyes?","Além da cirurgia de catarata, você já fez algum outro tipo de operação nos olhos, em algum dos dois?"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA69.1,answer,llm-cataract-pre-assessment@1.0.0,9866cbf030b1,SA69.1,yes I had glaucoma surgery,"sim, eu fiz cirurgia de glaucoma"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA69.2,answer,llm-cataract-pre-assessment@1.0.0,f743457f7f6a,SA69.2,I had a detached retina fixed,Eu fiz uma cirurgia para consertar uma retina descolada
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA69.3,answer,llm-cataract-pre-assessment@1.0.0,3497b71b31ce,SA69.3,no no other operations,não outras operações
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA69.4,answer,llm-cataract-pre-assessment@1.0.0,03d301f85eaa,SA69.4,I've had eye tests but no operations,"Eu fiz exames de vista, mas não fiz operações"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SQ70,question,llm-cataract-pre-assessment@1.0.0,6141aee5c5bf,SQ70,"And have you ever had a severe eye injury, to either of your eyes?","E você já teve uma lesão ocular grave, em algum dos seus olhos?"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA70.1,answer,llm-cataract-pre-assessment@1.0.0,f07c1b078797,SA70.1,yes I had a chemical burn years ago,"sim, eu tive uma queimadura química há anos"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA70.2,answer,llm-cataract-pre-assessment@1.0.0,3cbfae3d85d6,SA70.2,I got hit in the eye with a tennis ball once,Eu levei uma bolada de tênis no olho uma vez
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA70.3,answer,llm-cataract-pre-assessment@1.0.0,45d081cc3d82,SA70.3,no never injured my eyes,nunca machucou meus olhos
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA70.4,answer,llm-cataract-pre-assessment@1.0.0,e98015e1bc0f,SA70.4,just the usual irritations nothing severe,apenas as irritações habituais nada severo
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SQ71,question,llm-cataract-pre-assessment@1.0.0,ac8e213ddbf7,SQ71,Are you being seen or treated for any other eye conditions?,Você está sendo visto ou tratado para alguma outra condição ocular?
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA71.1,answer,llm-cataract-pre-assessment@1.0.0,45a1bd6b3807,SA71.1,yes I have glaucoma,"sim, eu tenho glaucoma"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA71.2,answer,llm-cataract-pre-assessment@1.0.0,d5f009c326db,SA71.2,I'm being treated for macular degeneration,Estou sendo tratado para degeneração macular
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA71.3,answer,llm-cataract-pre-assessment@1.0.0,b92d08ae13b5,SA71.3,no just the cataracts,não só as cataratas
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA71.4,answer,llm-cataract-pre-assessment@1.0.0,25c02a388807,SA71.4,I have dry eyes but nothing serious,"Eu tenho olhos secos, mas nada sério."
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SQ72,question,llm-cataract-pre-assessment@1.0.0,c244151443f7,SQ72,"Do you have any of the following, a severe heart problem, a severe breathing problem, or an implantable defibrillator?","Você tem algum dos seguintes, um problema cardíaco grave, um problema respiratório grave ou um desfibrilador implantável?"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA72.1,answer,llm-cataract-pre-assessment@1.0.0,4dc01a798300,SA72.1,yes I have a defibrillator,"sim, eu tenho um desfibrilador"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA72.2,answer,llm-cataract-pre-assessment@1.0.0,4368d38af6ba,SA72.2,I have severe COPD,Eu tenho DPOC severo
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA72.3,answer,llm-cataract-pre-assessment@1.0.0,5b33420afee4,SA72.3,no none of those,nenhum daqueles
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA72.4,answer,llm-cataract-pre-assessment@1.0.0,49195e9209cb,SA72.4,I have mild asthma but it's controlled,"Eu tenho asma leve, mas está controlada"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SQ73,question,llm-cataract-pre-assessment@1.0.0,8f7cccf19830,SQ73,Are you taking any blood thinners?,Você está tomando algum anticoagulante?
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA73.1,answer,llm-cataract-pre-assessment@1.0.0,6f160653ed16,SA73.1,yes I take warfarin,"sim, eu tomo varfarina"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA73.2,answer,llm-cataract-pre-assessment@1.0.0,39f21def2760,SA73.2,I'm on aspirin daily,Estou tomando aspirina diariamente
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA73.3,answer,llm-cataract-pre-assessment@1.0.0,9b9426faceea,SA73.3,no no blood thinners,não não anticoagulantes
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA73.4,answer,llm-cataract-pre-assessment@1.0.0,4c00ed9cd520,SA73.4,I'm not sure what that is,Não tenho certeza do que é isso
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SQ74,question,llm-cataract-pre-assessment@1.0.0,801d443685c3,SQ74,What blood thinners do you take?,Quais anticoagulantes você toma?
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA74.1,answer,llm-cataract-pre-assessment@1.0.0,51dcd93a1339,SA74.1,I take apixaban,Eu tomo apixabana
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA74.2,answer,llm-cataract-pre-assessment@1.0.0,c1aa0f4e4d8c,SA74.2,clopidogrel,clopidogrel
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SQ75,question,llm-cataract-pre-assessment@1.0.0,6eed8036424f,SQ75,Do you take any regular medication?,Você toma algum medicamento regularmente?
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA75.1,answer,llm-cataract-pre-assessment@1.0.0,34eaf7fa107a,SA75.1,yes for my blood pressure,sim para a minha pressão arterial
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA75.2,answer,llm-cataract-pre-assessment@1.0.0,f0ad0451d847,SA75.2,I take several medications daily,Tomo vários medicamentos diariamente
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA75.3,answer,llm-cataract-pre-assessment@1.0.0,bd8eef740438,SA75.3,no just vitamins,não apenas vitaminas
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA75.4,answer,llm-cataract-pre-assessment@1.0.0,10c3594ed30a,SA75.4,nothing prescribed,nada prescrito
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SQ76,question,llm-cataract-pre-assessment@1.0.0,3085caed6c9c,SQ76,Have you ever been on Tamsulosin or Doxazosin?,Você já tomou Tamsulosina ou Doxazosina?
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA76.1,answer,llm-cataract-pre-assessment@1.0.0,1741eadec00c,SA76.1,yes I take Tamsulosin for my prostate,"sim, eu tomo Tamsulosina para minha próstata"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA76.2,answer,llm-cataract-pre-assessment@1.0.0,05709252de62,SA76.2,I was on Doxazosin but stopped last year,"Eu estava tomando Doxazosina, mas parei no ano passado."
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA76.3,answer,llm-cataract-pre-assessment@1.0.0,0de11c705199,SA76.3,no never taken those,nunca peguei aqueles
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA76.4,answer,llm-cataract-pre-assessment@1.0.0,f86a88eb49f3,SA76.4,I don't recognize those names,Não reconheço esses nomes
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SQ77,question,llm-cataract-pre-assessment@1.0.0,0dcaf9bdb643,SQ77,Do you have any allergies?,Você tem alguma alergia?
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA77.1,answer,llm-cataract-pre-assessment@1.0.0,c2d0dbfe8cb4,SA77.1,yes to penicillin,sim à penicilina
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA77.2,answer,llm-cataract-pre-assessment@1.0.0,74987f52e1f8,SA77.2,I'm allergic to latex,Eu sou alérgico ao látex
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA77.3,answer,llm-cataract-pre-assessment@1.0.0,67bde03d2256,SA77.3,no allergies that I know of,nenhuma alergia que eu saiba
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA77.4,answer,llm-cataract-pre-assessment@1.0.0,9eb078159cf5,SA77.4,just seasonal hay fever,apenas febre dos fenos sazonais
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SQ78,question,llm-cataract-pre-assessment@1.0.0,2de0fe21f3bb,SQ78,Do you regularly use a wheelchair?,Você regularmente usa uma cadeira de rodas?
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA78.1,answer,llm-cataract-pre-assessment@1.0.0,4880d0f0ae8c,SA78.1,yes all the time,sim o tempo todo
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA78.2,answer,llm-cataract-pre-assessment@1.0.0,34a33829ac14,SA78.2,I use one when I go out,Eu uso um quando saio
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA78.3,answer,llm-cataract-pre-assessment@1.0.0,2c58132b74c2,SA78.3,no I don't,não eu não
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA78.4,answer,llm-cataract-pre-assessment@1.0.0,d1fa8b1c7bbe,SA78.4,I use a walking frame,Eu uso uma cadeira de rodas com suporte ou um andador.
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SQ79,question,llm-cataract-pre-assessment@1.0.0,7f6dc6db49c9,SQ79,Do you usually need assistance getting in and out of your chair?,Você geralmente precisa de ajuda para entrar e sair da sua cadeira?
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA79.1,answer,llm-cataract-pre-assessment@1.0.0,9038a8710c1f,SA79.1,yes I need help transferring,"sim, preciso de ajuda para transferir"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA79.2,answer,llm-cataract-pre-assessment@1.0.0,0cdeb7375e3c,SA79.2,I can manage on my own,Posso me virar sozinho
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SQ80,question,llm-cataract-pre-assessment@1.0.0,d42a37754bdb,SQ80,"Usually, the operation's done with you awake, under local anaesthetic, and your face covered. Most patients don't feel any pain. Do you think this is something you can manage?","Geralmente, a operação é feita com você acordado, sob anestesia local, e o rosto coberto. A maioria dos pacientes não sente nenhuma dor. Você acha que consegue lidar com isso?"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA80.1,answer,llm-cataract-pre-assessment@1.0.0,2290f1da381c,SA80.1,yes that's fine,"sim, está bem"
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA80.2,answer,llm-cataract-pre-assessment@1.0.0,ba64a5f773e1,SA80.2,I think I can handle that,Acho que consigo lidar com isso
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA80.3,answer,llm-cataract-pre-assessment@1.0.0,7af16643499a,SA80.3,I'm very claustrophobic,Eu sou muito claustrofóbico
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA80.4,answer,llm-cataract-pre-assessment@1.0.0,b3b48d668be7,SA80.4,I'd prefer to be asleep,Eu preferiria estar dormindo
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SQ81,question,llm-cataract-pre-assessment@1.0.0,f96f710a21f8,SQ81,Would you be comfortable lying flat and still for around 30 minutes during the operation?,Você se sentiria confortável deitado e imóvel por cerca de 30 minutos durante a operação?
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA81.1,answer,llm-cataract-pre-assessment@1.0.0,080c86d4cf71,SA81.1,yes no problem,sim não há problema
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA81.2,answer,llm-cataract-pre-assessment@1.0.0,c4678f53a668,SA81.2,I can do that,Posso fazer isso
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA81.3,answer,llm-cataract-pre-assessment@1.0.0,ac1771cb7826,SA81.3,my back pain makes it difficult to lie flat,Minha dor nas costas torna difícil deitar deitado.
Portuguese (Brazilian),detect_whether_patient_is_experiencing_symptom.csv,SA81.4,answer,llm-cataract-pre-assessment@1.0.0,f896d7e90a4d,SA81.4,I get very fidgety,Fico muito inquieto
